video_title,channel,comment_text,author,language,sentiment_scores,region,sentiment,sentiment_label,sentiment_positive,sentiment_negative,sentiment_neutral
Why Haryana Was Separated from Punjab? | History & Reasons for Separation Explained | StudyIQ IAS,StudyIQ IAS,@Ancient_warrior8118 bhai jake phle history padh le kaam avego,@hiteshyadav9550,English,"{'compound': 0.0, 'positive': 0.0, 'negative': 0.0, 'neutral': 1.0, 'sentiment': 'neutral'}",All India,0,neutral,0,0,1
Why Haryana Was Separated from Punjab? | History & Reasons for Separation Explained | StudyIQ IAS,StudyIQ IAS,​@Ancient_warrior8118only from 1858 to 1966 Haryana was part of punjab,@kartoosjat,English,"{'compound': 0.0, 'positive': 0.0, 'negative': 0.0, 'neutral': 1.0, 'sentiment': 'neutral'}",All India,0,neutral,0,0,1
Why Haryana Was Separated from Punjab? | History & Reasons for Separation Explained | StudyIQ IAS,StudyIQ IAS,United Punjab 💥,@manjeetdhankhar2364,English,"{'compound': 0.0772, 'positive': 0.444, 'negative': 0.397, 'neutral': 0.159, 'sentiment': 'positive'}",All India,0.0772,positive,0.444,0.397,0.159
Why Haryana Was Separated from Punjab? | History & Reasons for Separation Explained | StudyIQ IAS,StudyIQ IAS,"Sorry bro United हरियाणा  जिसमें पूरा देशवाली, bangru, pawadhi, अहीर वाटी, बागड़ी बेल्ट का छोटा सा हिस्सा जो पंजाब मे है जो की आधा हरियाणा मे है, वेस्टर्न यूपी यमुना बेल्ट। मेवाती बेल्ट कल्चरल रूप से हरियाणा मे होने cheye थे। लेकिन पंडित गोबिंद वल्लभ पंत ने यूपी के हिस्से को मिलाने की मुहिम को झटका दिया",@FalconFear-g3j,Hindi,"{'compound': -0.5, 'positive': 0, 'negative': 0.5, 'neutral': 0.5, 'subjectivity': 1.0, 'sentiment': 'negative'}",Uttar Pradesh,-0.5,negative,0,0.5,0.5
Why Haryana Was Separated from Punjab? | History & Reasons for Separation Explained | StudyIQ IAS,StudyIQ IAS,यूनाइटेड घंटा लटूर आळे बाब्बे का😂😂😂😂😂🤣🤣🤣,@खेतलाण-हिन्दू-जाट-अमन-सांगवान,English,"{'compound': 0.0, 'positive': 0.0, 'negative': 0.0, 'neutral': 1.0, 'sentiment': 'neutral'}",All India,0,neutral,0,0,1
Why Haryana Was Separated from Punjab? | History & Reasons for Separation Explained | StudyIQ IAS,StudyIQ IAS,"​​@BayezidGurkaniबाब्बा लटूरिया नानक सै😂😂
सेक्यूलर  हिंदुआं अर सरदारां का जीजा।",@खेतलाण-हिन्दू-जाट-अमन-सांगवान,English,"{'compound': 0.0, 'positive': 0.0, 'negative': 0.0, 'neutral': 1.0, 'sentiment': 'neutral'}",All India,0,neutral,0,0,1
Why Haryana Was Separated from Punjab? | History & Reasons for Separation Explained | StudyIQ IAS,StudyIQ IAS,Haryana never let punjabi imposition happen.,@kartoosjat,Indonesian,"{'compound': 0.0, 'positive': 0, 'negative': 0, 'neutral': 1.0, 'subjectivity': 0.0, 'sentiment': 'neutral'}",Unknown Region,0,neutral,0,0,1
Why Haryana Was Separated from Punjab? | History & Reasons for Separation Explained | StudyIQ IAS,StudyIQ IAS,Development in haryana is more than punjab punjab is a terrorist state,@vanshrana9392,English,"{'compound': -0.6908, 'positive': 0.0, 'negative': 0.299, 'neutral': 0.701, 'sentiment': 'negative'}",All India,-0.6908,negative,0,0.299,0.701
Why Haryana Was Separated from Punjab? | History & Reasons for Separation Explained | StudyIQ IAS,StudyIQ IAS,"Proud to be jaat of rohtak, haryana",@RDJstark0001,English,"{'compound': 0.4767, 'positive': 0.341, 'negative': 0.0, 'neutral': 0.659, 'sentiment': 'positive'}",All India,0.4767,positive,0.341,0,0.659
Why Haryana Was Separated from Punjab? | History & Reasons for Separation Explained | StudyIQ IAS,StudyIQ IAS,"Our forefathers were from mohalla darya shah, village kahnor Rohtak",@Rao_Farooq_Umar,English,"{'compound': 0.0, 'positive': 0.0, 'negative': 0.0, 'neutral': 1.0, 'sentiment': 'neutral'}",All India,0,neutral,0,0,1
Why Haryana Was Separated from Punjab? | History & Reasons for Separation Explained | StudyIQ IAS,StudyIQ IAS,​Sae to tu cutwae  ​@Rao_Farooq_Umar,@खेतलाण-हिन्दू-जाट-अमन-सांगवान,Pt,"{'compound': 0.0, 'positive': 0, 'negative': 0, 'neutral': 1.0, 'subjectivity': 0.0, 'sentiment': 'neutral'}",Unknown Region,0,neutral,0,0,1
Why Haryana Was Separated from Punjab? | History & Reasons for Separation Explained | StudyIQ IAS,StudyIQ IAS,सोनीपत आळा हिन्दू जाट।,@खेतलाण-हिन्दू-जाट-अमन-सांगवान,Marathi,"{'compound': 0.0, 'positive': 0, 'negative': 0, 'neutral': 1.0, 'subjectivity': 0.0, 'sentiment': 'neutral'}",Maharashtra,0,neutral,0,0,1
Why Haryana Was Separated from Punjab? | History & Reasons for Separation Explained | StudyIQ IAS,StudyIQ IAS,"Love you bro from sirsa. 
We respect haryanvi people. 
Ham jaha mil jul kar rhte h.",@PardeepSingh-kt2vp,English,"{'compound': 0.8074, 'positive': 0.343, 'negative': 0.0, 'neutral': 0.657, 'sentiment': 'positive'}",All India,0.8074,positive,0.343,0,0.657
Why Haryana Was Separated from Punjab? | History & Reasons for Separation Explained | StudyIQ IAS,StudyIQ IAS,"Main khud jaat hu 
Central gov ne humari  musalmano se bi jyada beezti ki hai 
Sach to yhi hai we are divided 
Jaat is enemy of jaat",@princemalik6898,Hinglish,"{'compound': -0.5423, 'positive': 0.0, 'negative': 0.119, 'neutral': 0.881, 'sentiment': 'negative'}",All India,-0.5423,negative,0,0.119,0.881
Why Haryana Was Separated from Punjab? | History & Reasons for Separation Explained | StudyIQ IAS,StudyIQ IAS,"Je to center n haryana ko alg krna hi tha kyo ki jaato ki takat kmm krni thi,taaki fir rss apni mrji kre",@sukhvirsidhu2489,Swahili,"{'compound': -0.1, 'positive': 0, 'negative': 0.1, 'neutral': 0.9, 'subjectivity': 0.1, 'sentiment': 'negative'}",Unknown Region,-0.1,negative,0,0.1,0.9
Why Haryana Was Separated from Punjab? | History & Reasons for Separation Explained | StudyIQ IAS,StudyIQ IAS,"Punjabi thopi jaa rhi thi, Jaat kbhi hone nhi dene ke yo. 😂😂😂 
Lelo thara punjabi suba ✊✊✊",@kartoosjat,English,"{'compound': 0.0, 'positive': 0.0, 'negative': 0.0, 'neutral': 1.0, 'sentiment': 'neutral'}",All India,0,neutral,0,0,1
Why Haryana Was Separated from Punjab? | History & Reasons for Separation Explained | StudyIQ IAS,StudyIQ IAS,Punjab & Haryana are brothers.,@krishsingharora5148,English,"{'compound': 0.0, 'positive': 0.0, 'negative': 0.0, 'neutral': 1.0, 'sentiment': 'neutral'}",All India,0,neutral,0,0,1
Why Haryana Was Separated from Punjab? | History & Reasons for Separation Explained | StudyIQ IAS,StudyIQ IAS,Na mittar,@Vanshyadav6791,Fi,"{'compound': 0.0, 'positive': 0, 'negative': 0, 'neutral': 1.0, 'subjectivity': 0.0, 'sentiment': 'neutral'}",Unknown Region,0,neutral,0,0,1
Why Haryana Was Separated from Punjab? | History & Reasons for Separation Explained | StudyIQ IAS,StudyIQ IAS,​@Vanshyadav6791kyu bhai tu Haryana se nahi hai kya,@anand0382,Indonesian,"{'compound': 0.0, 'positive': 0, 'negative': 0, 'neutral': 1.0, 'subjectivity': 0.0, 'sentiment': 'neutral'}",Unknown Region,0,neutral,0,0,1
Why Haryana Was Separated from Punjab? | History & Reasons for Separation Explained | StudyIQ IAS,StudyIQ IAS,​@anand0382haryana se hee hu gudgav te,@Vanshyadav6791,Somali,"{'compound': 0.0, 'positive': 0, 'negative': 0, 'neutral': 1.0, 'subjectivity': 0.0, 'sentiment': 'neutral'}",Unknown Region,0,neutral,0,0,1
Why Haryana Was Separated from Punjab? | History & Reasons for Separation Explained | StudyIQ IAS,StudyIQ IAS,No never,@खेतलाण-हिन्दू-जाट-अमन-सांगवान,No,"{'compound': 0.0, 'positive': 0, 'negative': 0, 'neutral': 1.0, 'subjectivity': 0.0, 'sentiment': 'neutral'}",Unknown Region,0,neutral,0,0,1
Why Haryana Was Separated from Punjab? | History & Reasons for Separation Explained | StudyIQ IAS,StudyIQ IAS,Brabur k bhai,@mr_techiee,Indonesian,"{'compound': 0.0, 'positive': 0, 'negative': 0, 'neutral': 1.0, 'subjectivity': 0.0, 'sentiment': 'neutral'}",Unknown Region,0,neutral,0,0,1
Why Haryana Was Separated from Punjab? | History & Reasons for Separation Explained | StudyIQ IAS,StudyIQ IAS,"Mera challenge hai 16th sadi se pahle ka koi shilalekh, pandulipi dikha do punjab shabd ka.
Haryana to bahut prachin naam hai. 1875 ki kranti ke baad angrezon ne haryana ko punjab mai milaya",@gaur7250,Indonesian,"{'compound': 0.0, 'positive': 0, 'negative': 0, 'neutral': 1.0, 'subjectivity': 0.0, 'sentiment': 'neutral'}",Unknown Region,0,neutral,0,0,1
Why Haryana Was Separated from Punjab? | History & Reasons for Separation Explained | StudyIQ IAS,StudyIQ IAS,Dilli ke iron pillar mein anangpal tomar ka inscription h jismein usne punjab ka mention nahi Kiya par haryana dilli ka mention Kiya h dilli ko dhillikapuri bataya h kayi source mein haryana ko harit pradesh bataya h lekin haryana dilli ko punjab ka hissa nahi bataya so haryana Punjab ka hissa nahi raha angrejo se pehle ulta haryana Punjab se purana h,@AyushPal124,Indonesian,"{'compound': 0.0, 'positive': 0, 'negative': 0, 'neutral': 1.0, 'subjectivity': 0.0, 'sentiment': 'neutral'}",Unknown Region,0,neutral,0,0,1
Why Haryana Was Separated from Punjab? | History & Reasons for Separation Explained | StudyIQ IAS,StudyIQ IAS,Read history haryana born after 1966,@Jashan-z4t,English,"{'compound': 0.0, 'positive': 0.0, 'negative': 0.0, 'neutral': 1.0, 'sentiment': 'neutral'}",All India,0,neutral,0,0,1
Why Haryana Was Separated from Punjab? | History & Reasons for Separation Explained | StudyIQ IAS,StudyIQ IAS,"​@Jashan-z4tchallenge hai punjab word ka 16th century se pahle ka koi shilalekh, pandulipi dikha de. Punjab shabd pahli baar akbar ke shashan kaal mai istemaal hua.",@gaur7250,Indonesian,"{'compound': 0.0, 'positive': 0, 'negative': 0, 'neutral': 1.0, 'subjectivity': 0.0, 'sentiment': 'neutral'}",Unknown Region,0,neutral,0,0,1
Why Haryana Was Separated from Punjab? | History & Reasons for Separation Explained | StudyIQ IAS,StudyIQ IAS,@gaur7250haryana birsth toh phla kitne se,@Jashan-z4t,Indonesian,"{'compound': 0.0, 'positive': 0, 'negative': 0, 'neutral': 1.0, 'subjectivity': 0.0, 'sentiment': 'neutral'}",Unknown Region,0,neutral,0,0,1
Why Haryana Was Separated from Punjab? | History & Reasons for Separation Explained | StudyIQ IAS,StudyIQ IAS,​@Jashan-z4t haryana was separated from punjab in 1966 not created and haryana is older than punjab,@AyushPal124,English,"{'compound': -0.1877, 'positive': 0.0, 'negative': 0.098, 'neutral': 0.902, 'sentiment': 'negative'}",All India,-0.1877,negative,0,0.098,0.902
Why Haryana Was Separated from Punjab? | History & Reasons for Separation Explained | StudyIQ IAS,StudyIQ IAS,Upper caste rulers deceived Sikhs.,@balkaransidhu5334,English,"{'compound': -0.4404, 'positive': 0.0, 'negative': 0.42, 'neutral': 0.58, 'sentiment': 'negative'}",All India,-0.4404,negative,0,0.42,0.58
Why Haryana Was Separated from Punjab? | History & Reasons for Separation Explained | StudyIQ IAS,StudyIQ IAS,कच्छे धोयाकर गुरूजी के।,@खेतलाण-हिन्दू-जाट-अमन-सांगवान,Nepali,"{'compound': 0.0, 'positive': 0, 'negative': 0, 'neutral': 1.0, 'subjectivity': 0.0, 'sentiment': 'neutral'}",Sikkim,0,neutral,0,0,1
Why Haryana Was Separated from Punjab? | History & Reasons for Separation Explained | StudyIQ IAS,StudyIQ IAS,Haryana have more than double per capita income as compare to punjab..and growing much faster bexmcoz of NCR. ...,@sukhpalchauhan3301,English,"{'compound': 0.1779, 'positive': 0.086, 'negative': 0.0, 'neutral': 0.914, 'sentiment': 'positive'}",All India,0.1779,positive,0.086,0,0.914
Why Haryana Was Separated from Punjab? | History & Reasons for Separation Explained | StudyIQ IAS,StudyIQ IAS,What about unemployment rates ?,@jobanpreetsingh6693,Fr,"{'compound': 0.0, 'positive': 0, 'negative': 0, 'neutral': 1.0, 'subjectivity': 0.0, 'sentiment': 'neutral'}",Unknown Region,0,neutral,0,0,1
Why Haryana Was Separated from Punjab? | History & Reasons for Separation Explained | StudyIQ IAS,StudyIQ IAS,Congratulations bhai,@tajinderrandhawa30,English,"{'compound': 0.5994, 'positive': 0.796, 'negative': 0.0, 'neutral': 0.204, 'sentiment': 'positive'}",All India,0.5994,positive,0.796,0,0.204
Why Haryana Was Separated from Punjab? | History & Reasons for Separation Explained | StudyIQ IAS,StudyIQ IAS,​@jobanpreetsingh6693aga sa haryane,@True_Gamer-445,Indonesian,"{'compound': 0.0, 'positive': 0, 'negative': 0, 'neutral': 1.0, 'subjectivity': 0.0, 'sentiment': 'neutral'}",Unknown Region,0,neutral,0,0,1
Why Haryana Was Separated from Punjab? | History & Reasons for Separation Explained | StudyIQ IAS,StudyIQ IAS,@jobanpreetsingh6693Punjab also has huge unemployment rate.,@Xyzusersdh,English,"{'compound': -0.1531, 'positive': 0.25, 'negative': 0.315, 'neutral': 0.435, 'sentiment': 'negative'}",All India,-0.1531,negative,0.25,0.315,0.435
Why Haryana Was Separated from Punjab? | History & Reasons for Separation Explained | StudyIQ IAS,StudyIQ IAS,"​@jobanpreetsingh6693
ओ नशेड़ी तू बेरोजगारी की बात करैगा😂😂😂",@खेतलाण-हिन्दू-जाट-अमन-सांगवान,English,"{'compound': 0.0, 'positive': 0.0, 'negative': 0.0, 'neutral': 1.0, 'sentiment': 'neutral'}",All India,0,neutral,0,0,1
Why Haryana Was Separated from Punjab? | History & Reasons for Separation Explained | StudyIQ IAS,StudyIQ IAS,Terrorists are feeling defeated by witnessing the re-strengthing of the unity of Greater Panjabis. That's why they are publishing this video at the peak time of crisis in Greater Panjab.,@Sirfhustle,English,"{'compound': -0.7783, 'positive': 0.148, 'negative': 0.258, 'neutral': 0.594, 'sentiment': 'negative'}",All India,-0.7783,negative,0.148,0.258,0.594
Why Haryana Was Separated from Punjab? | History & Reasons for Separation Explained | StudyIQ IAS,StudyIQ IAS,What do you mean ?,@Sushil_bishnoi_1529,English,"{'compound': 0.0, 'positive': 0.0, 'negative': 0.0, 'neutral': 1.0, 'sentiment': 'neutral'}",All India,0,neutral,0,0,1
Why Haryana Was Separated from Punjab? | History & Reasons for Separation Explained | StudyIQ IAS,StudyIQ IAS,"There will be no greater Punjab ,, Sikhs are not friend, brother of  Hindu's and Muslim's",@nirobনিরব,English,"{'compound': -0.5773, 'positive': 0.0, 'negative': 0.228, 'neutral': 0.772, 'sentiment': 'negative'}",All India,-0.5773,negative,0,0.228,0.772
Why Haryana Was Separated from Punjab? | History & Reasons for Separation Explained | StudyIQ IAS,StudyIQ IAS,​@nirobনিরব Sikhs are age old brothers of Hindus. Go and spread your propaganda somewhere else !,@Sushil_bishnoi_1529,English,"{'compound': -0.3164, 'positive': 0.0, 'negative': 0.125, 'neutral': 0.875, 'sentiment': 'negative'}",All India,-0.3164,negative,0,0.125,0.875
Why Haryana Was Separated from Punjab? | History & Reasons for Separation Explained | StudyIQ IAS,StudyIQ IAS,Greater punjabi konsi nyi bawaseer aagyi 😂😂😂 propagandist punjabia,@kartoosjat,English,"{'compound': 0.3612, 'positive': 0.2, 'negative': 0.0, 'neutral': 0.8, 'sentiment': 'positive'}",All India,0.3612,positive,0.2,0,0.8
Why Haryana Was Separated from Punjab? | History & Reasons for Separation Explained | StudyIQ IAS,StudyIQ IAS,"Terrorists got offended by my comment 😂😂😂
जय अखंड पंजाब 💪",@Sirfhustle,English,"{'compound': -0.7269, 'positive': 0.0, 'negative': 0.303, 'neutral': 0.697, 'sentiment': 'negative'}",All India,-0.7269,negative,0,0.303,0.697
Why Haryana Was Separated from Punjab? | History & Reasons for Separation Explained | StudyIQ IAS,StudyIQ IAS,हरियाणा हमेशा से अलग रहा है 1857 की क्रांति के बाद पंजाब में मिला दिया था,@mukeshchhoker8415,Hindi,"{'compound': 0.0, 'positive': 0, 'negative': 0, 'neutral': 1.0, 'subjectivity': 0.0, 'sentiment': 'neutral'}",Uttar Pradesh,0,neutral,0,0,1
Why Haryana Was Separated from Punjab? | History & Reasons for Separation Explained | StudyIQ IAS,StudyIQ IAS,Haryana was a part of punjab,@Ancient_warrior8118,English,"{'compound': 0.0, 'positive': 0.0, 'negative': 0.0, 'neutral': 1.0, 'sentiment': 'neutral'}",All India,0,neutral,0,0,1
Why Haryana Was Separated from Punjab? | History & Reasons for Separation Explained | StudyIQ IAS,StudyIQ IAS,​@Ancient_warrior8118loda was a part of punjab vo bhi kata hua,@खेतलाण-हिन्दू-जाट-अमन-सांगवान,English,"{'compound': 0.0, 'positive': 0.0, 'negative': 0.0, 'neutral': 1.0, 'sentiment': 'neutral'}",All India,0,neutral,0,0,1
Why Haryana Was Separated from Punjab? | History & Reasons for Separation Explained | StudyIQ IAS,StudyIQ IAS,Bhaj tune koi aur history study hai andhbhak book,@NealSaini,English,"{'compound': 0.0, 'positive': 0.0, 'negative': 0.0, 'neutral': 1.0, 'sentiment': 'neutral'}",All India,0,neutral,0,0,1
Why Haryana Was Separated from Punjab? | History & Reasons for Separation Explained | StudyIQ IAS,StudyIQ IAS,​@NealSainiजब कुछ ना पता हो तो इस तरह का excuse देते हैं..,@mukeshchhoker8415,Hindi,"{'compound': -0.05, 'positive': 0, 'negative': 0.05, 'neutral': 0.95, 'subjectivity': 0.05, 'sentiment': 'negative'}",Uttar Pradesh,-0.05,negative,0,0.05,0.95
Why Haryana Was Separated from Punjab? | History & Reasons for Separation Explained | StudyIQ IAS,StudyIQ IAS,"​@NealSaini
भाई हाम पंजाबी ढेढ अर इनके चूत्तड़ चाट कोनी 😂
या तो तू पंजाबी ढेढ है या इनका चूत्तड़ चाट धिम्मी पंजाबी हिन्दू",@खेतलाण-हिन्दू-जाट-अमन-सांगवान,Hindi,"{'compound': 0.0, 'positive': 0, 'negative': 0, 'neutral': 1.0, 'subjectivity': 0.0, 'sentiment': 'neutral'}",Uttar Pradesh,0,neutral,0,0,1
Why Haryana Was Separated from Punjab? | History & Reasons for Separation Explained | StudyIQ IAS,StudyIQ IAS,"I am from Ambala, Harayana.
Development in Harayana is far far better than Punjab",@mr.factytech5438,English,"{'compound': 0.4404, 'positive': 0.182, 'negative': 0.0, 'neutral': 0.818, 'sentiment': 'positive'}",All India,0.4404,positive,0.182,0,0.818
Why Haryana Was Separated from Punjab? | History & Reasons for Separation Explained | StudyIQ IAS,StudyIQ IAS,Lekin humanity and hospitality and popularity is less than Punjab 😂 .,@jass_pcm,Hinglish,"{'compound': 0.4767, 'positive': 0.22, 'negative': 0.0, 'neutral': 0.78, 'sentiment': 'positive'}",All India,0.4767,positive,0.22,0,0.78
Why Haryana Was Separated from Punjab? | History & Reasons for Separation Explained | StudyIQ IAS,StudyIQ IAS,@jass_pcm kuch bhi😂,@Xyzusersdh,English,"{'compound': 0.0, 'positive': 0.0, 'negative': 0.0, 'neutral': 1.0, 'sentiment': 'neutral'}",All India,0,neutral,0,0,1
Why Haryana Was Separated from Punjab? | History & Reasons for Separation Explained | StudyIQ IAS,StudyIQ IAS,"​@jass_pcm yah punjab is popular indeed. For anti national movements , drugs alcohol and a bankrupt state.",@lalitantil4118,English,"{'compound': -0.4767, 'positive': 0.123, 'negative': 0.26, 'neutral': 0.617, 'sentiment': 'negative'}",All India,-0.4767,negative,0.123,0.26,0.617
Why Haryana Was Separated from Punjab? | History & Reasons for Separation Explained | StudyIQ IAS,StudyIQ IAS,Jha punjab migration me aage whi haryana olampic me apne desh ke lie medal laane me hmesa aage rha hai 😂😂🎉🎉 proud to be haryanvi Jai bharat Jai haryana ❤,@LBSNAAJANAHAI1,English,"{'compound': 0.7351, 'positive': 0.167, 'negative': 0.0, 'neutral': 0.833, 'sentiment': 'positive'}",All India,0.7351,positive,0.167,0,0.833
Why Haryana Was Separated from Punjab? | History & Reasons for Separation Explained | StudyIQ IAS,StudyIQ IAS,​@LBSNAAJANAHAI1 उड़ै विदेशां म्ह लैटरीन साफ करणिये ढेढ है यो पंजाबी। उड़ै गैंड पाट्टी पड़ी रहगी। य्हाड़ै आकै 20 डॉलर का नोट दिखाके कहंगे मुंडा बड़ा चंगा सी।,@खेतलाण-हिन्दू-जाट-अमन-सांगवान,Hindi,"{'compound': 0.0, 'positive': 0, 'negative': 0, 'neutral': 1.0, 'subjectivity': 0.0, 'sentiment': 'neutral'}",Uttar Pradesh,0,neutral,0,0,1
Why Haryana Was Separated from Punjab? | History & Reasons for Separation Explained | StudyIQ IAS,StudyIQ IAS,Muskil se picha chutta tha .,@pradeepkharta5953,English,"{'compound': 0.0, 'positive': 0.0, 'negative': 0.0, 'neutral': 1.0, 'sentiment': 'neutral'}",All India,0,neutral,0,0,1
Why Haryana Was Separated from Punjab? | History & Reasons for Separation Explained | StudyIQ IAS,StudyIQ IAS,JAI HARYANA,@Prajjwal-s4t,English,"{'compound': 0.0, 'positive': 0.0, 'negative': 0.0, 'neutral': 1.0, 'sentiment': 'neutral'}",All India,0,neutral,0,0,1
Why Haryana Was Separated from Punjab? | History & Reasons for Separation Explained | StudyIQ IAS,StudyIQ IAS,जय हरियाणा एक तरफा हरियाणा।,@खेतलाण-हिन्दू-जाट-अमन-सांगवान,Marathi,"{'compound': 0.0, 'positive': 0, 'negative': 0, 'neutral': 1.0, 'subjectivity': 0.0, 'sentiment': 'neutral'}",Maharashtra,0,neutral,0,0,1
Why Haryana Was Separated from Punjab? | History & Reasons for Separation Explained | StudyIQ IAS,StudyIQ IAS,Hindutvai always against Punjab Punjabi & Punjabiat,@joban784,Indonesian,"{'compound': 0.0, 'positive': 0, 'negative': 0, 'neutral': 1.0, 'subjectivity': 0.0, 'sentiment': 'neutral'}",Unknown Region,0,neutral,0,0,1
Why Haryana Was Separated from Punjab? | History & Reasons for Separation Explained | StudyIQ IAS,StudyIQ IAS,Haryana should have no interest in getting attached to Punjab... we are different and we are superior to the Druggist state.,@manojkumr39,English,"{'compound': 0.2547, 'positive': 0.14, 'negative': 0.099, 'neutral': 0.761, 'sentiment': 'positive'}",All India,0.2547,positive,0.14,0.099,0.761
Why Haryana Was Separated from Punjab? | History & Reasons for Separation Explained | StudyIQ IAS,StudyIQ IAS,Superior in drinking gaumootar,@Insurgent_souls,Af,"{'compound': 0.7, 'positive': 0.7, 'negative': 0, 'neutral': 0.30000000000000004, 'subjectivity': 0.9, 'sentiment': 'positive'}",Unknown Region,0.7,positive,0.7,0,0.3
Why Haryana Was Separated from Punjab? | History & Reasons for Separation Explained | StudyIQ IAS,StudyIQ IAS,​@Insurgent_soulssuperior in Olympics medal and per capita income is more than double 😅😅😅,@sukhpalchauhan3301,English,"{'compound': 0.4767, 'positive': 0.181, 'negative': 0.0, 'neutral': 0.819, 'sentiment': 'positive'}",All India,0.4767,positive,0.181,0,0.819
Why Haryana Was Separated from Punjab? | History & Reasons for Separation Explained | StudyIQ IAS,StudyIQ IAS,"​@sukhpalchauhan3301gend mei dega income or Olympics medal ye sare sukh jindagi ko khushal bnane k liye hote hai jaakar happiness index check kar jo asli kamayi hai or jo asli maksad hai jindagi jeene ka punjab 2,3 no. Par hai haryana top 15 mei bhi nhi hai",@Insurgent_souls,Indonesian,"{'compound': 0.6, 'positive': 0.6, 'negative': 0, 'neutral': 0.4, 'subjectivity': 0.35, 'sentiment': 'positive'}",Unknown Region,0.6,positive,0.6,0,0.4
Why Haryana Was Separated from Punjab? | History & Reasons for Separation Explained | StudyIQ IAS,StudyIQ IAS,​@sukhpalchauhan3301 bihariland haryana 😂😂😂😂,@Ancient_warrior8118,English,"{'compound': 0.0, 'positive': 0.0, 'negative': 0.0, 'neutral': 1.0, 'sentiment': 'neutral'}",All India,0,neutral,0,0,1
Why Haryana Was Separated from Punjab? | History & Reasons for Separation Explained | StudyIQ IAS,StudyIQ IAS,"​@Insurgent_souls
Superior than druggie khalistani truck drivers 😂",@KOUSHIKPRAHLADSWAMINATHAN,English,"{'compound': 0.5423, 'positive': 0.333, 'negative': 0.0, 'neutral': 0.667, 'sentiment': 'positive'}",All India,0.5423,positive,0.333,0,0.667
Why Haryana Was Separated from Punjab? | History & Reasons for Separation Explained | StudyIQ IAS,StudyIQ IAS,Haryana punjab ka part nhi tha angrejo ne kranti dabane ke liye haryana ko punjab me milaya tha,@SonuRao-vq4cj,Indonesian,"{'compound': 0.0, 'positive': 0, 'negative': 0, 'neutral': 1.0, 'subjectivity': 0.0, 'sentiment': 'neutral'}",Unknown Region,0,neutral,0,0,1
Why Haryana Was Separated from Punjab? | History & Reasons for Separation Explained | StudyIQ IAS,StudyIQ IAS,"​​@dada2000-p3hrajasthan ka nhi ahirwal kshetra ka, jise angrejo ne aadha punjab (jo aaj haryana h) ko de diya or aadha rajputana ( jo aaj rajsthan h) ko de diya",@SonuRao-vq4cj,Somali,"{'compound': 0.0, 'positive': 0, 'negative': 0, 'neutral': 1.0, 'subjectivity': 0.0, 'sentiment': 'neutral'}",Unknown Region,0,neutral,0,0,1
Why Haryana Was Separated from Punjab? | History & Reasons for Separation Explained | StudyIQ IAS,StudyIQ IAS,Ye rajasthan se lgne wala haryana ke logon ki soch hai ..hum punjab se lagne Wale haryana walo ki alag soch hai and we support Punjab ❤,@sahilsinhmar2525,English,"{'compound': 0.4019, 'positive': 0.094, 'negative': 0.0, 'neutral': 0.906, 'sentiment': 'positive'}",All India,0.4019,positive,0.094,0,0.906
Why Haryana Was Separated from Punjab? | History & Reasons for Separation Explained | StudyIQ IAS,StudyIQ IAS,​​@sahilsinhmar2525to rajsthan se lagne Wale haryana (ahirwal kshetra) ki wajay se hi haryana haryana hai nhi to Bihar ban jata hamare kewal 4 jile hai wo haryana ka 65%+ tax dete hai😅,@SonuRao-vq4cj,Indonesian,"{'compound': 0.0, 'positive': 0, 'negative': 0, 'neutral': 1.0, 'subjectivity': 0.0, 'sentiment': 'neutral'}",Unknown Region,0,neutral,0,0,1
Why Haryana Was Separated from Punjab? | History & Reasons for Separation Explained | StudyIQ IAS,StudyIQ IAS,​@SonuRao-vq4cjaree kahe ka ahirwal. .delhi ki chaatni hai tumko . Mai gurgaon hi rehta hu .. gurgaon me aaj se 15 saal pehle neere kikar lgte the yaha .. paani tak nhi hota tha .. tab tum paani maangte firte the punjab se . Gurgaon ki development sirf delhi ki wajah se hui tere yadav padav ke palle kuch ni tha,@sahilsinhmar2525,Hinglish,"{'compound': 0.0, 'positive': 0.0, 'negative': 0.0, 'neutral': 1.0, 'sentiment': 'neutral'}",All India,0,neutral,0,0,1
Why Haryana Was Separated from Punjab? | History & Reasons for Separation Explained | StudyIQ IAS,StudyIQ IAS,"​@SonuRao-vq4cjbro north gurgaon is not arihir 
It's more closer to central hr ,like Rohtak",@sambhavjain6122,English,"{'compound': 0.3612, 'positive': 0.143, 'negative': 0.0, 'neutral': 0.857, 'sentiment': 'positive'}",All India,0.3612,positive,0.143,0,0.857
Why Haryana Was Separated from Punjab? | History & Reasons for Separation Explained | StudyIQ IAS,StudyIQ IAS,"Kindly correct your word bawrchi what was your pronunciation? It's sacred we call them sewadar,ye koi hotel nhi hai BKL",@Ddd02777,Hinglish,"{'compound': 0.4939, 'positive': 0.138, 'negative': 0.0, 'neutral': 0.862, 'sentiment': 'positive'}",All India,0.4939,positive,0.138,0,0.862
